word,score
b'umbau',0.4455949138777896
b'deutsch',0.35960301161811253
b'sichern',0.555395377407071
b'politik',0.5419140136019027
b'staat',0.5071444958493512
b'privat',0.49926384735109386
b'ziel',0.5899898603673082
b'endlich',0.47624078311648976
b'global',0.594556378415486
b'zeit',0.5614282503793615
b'bundeswehr',0.4722996613271704
b'weniger',0.5123395497330403
b'teil',0.4498456168615176
b'rente',0.44394427597612396
b'investition',0.5275413765581537
b'm\xc3\xb6glich',0.5266674588099386
b'geld',0.4954692147168384
b'beenden',0.43526975813055224
b'beispiel',0.6027357684575606
b'finanziell',0.5289670018391125
b'international',0.6047029689849943
b'sozial\xc3\xb6kologisch',0.42849928082031685
b'betrieb',0.5268903286081901
b'gesundheit',0.5369119329284506
b'hand',0.46911842401409054
b'wohnung',0.44453258319439026
b'insbesondere',0.5171895196335818
b'region',0.5606571183396886
b'frei',0.5756704561635556
b'mittel',0.49051981340374873
b'stoppen',0.43114985186325655
b'kosten',0.48190647806276593
b'miete',0.4239871347656776
b'geh\xc3\xb6ren',0.5411650026840629
b'verbieten',0.431734107310651
b'wirtschaftlich',0.5304125116999507
b'entwicklung',0.5775401320457586
b'gemeinsam',0.655781668596813
b'dabei',0.5735690529275874
b'bleiben',0.5133693255022461
b'f\xc3\xb6rderung',0.5455019042108726
b'arbeitsbedingung',0.5362254422741931
b'gerechtigkeit',0.39450911191455224
b'armut',0.48241618838947964
b'milliarde',0.43281073035598905
b'f\xc3\xbchren',0.6014507433972384
b'stadt',0.5697967268249456
b'nutzen',0.5871273553587619
b'regional',0.4833780517764066
b'deutlich',0.541381277779166
b'personal',0.4326344225736495
b'staatlich',0.4600175025801131
b'angebot',0.5901457426582115
b'notwendig',0.52663179865248
b'interesse',0.4541254049247278
b'pflege',0.5300844589320269
b'besonders',0.5688833820073385
b'ort',0.5598010511516478
b'weltweit',0.5585409740376512
b'einsetzen',0.5717839631799922
b'wirksam',0.5453219521148724
b'mindestens',0.5233743642427651
b'europa',0.5857653243045697
b'teilhabe',0.5866527255217282
b'schutz',0.5573635665172666
b'bundesweit',0.5231917922547191
b'finanzieren',0.46891495470911493
b'einf\xc3\xbchren',0.6206551981338849
b'gewerkschaft',0.48313187388055884
b'entscheidung',0.4758135697717413
b'behinderung',0.5461116214968154
b'hochschule',0.5010734544240246
b'kultur',0.47597346851535194
b'wer',0.5744034726103858
b'verhindern',0.4654814059947381
b'verbessern',0.5885051188552525
b'energie',0.5384766793661291
b'forschung',0.5691738686691238
b'umfassend',0.5720471835887675
b'kommunal',0.4951197600140468
b'm\xc3\xb6glichkeit',0.5915883352730275
b'arbeiten',0.5606368673277341
b'nachhaltig',0.655942381715535
b'zahlen',0.4036200513660102
b'sogenannter',0.4447846989558148
b'lang',0.4689497372832809
b'kontrolle',0.4898867411109404
b'fl\xc3\xa4chendeckend',0.4856906288786651
b'erreichen',0.5597565417417708
b'verbindlich',0.5788452006537588
b'familie',0.41704667422665265
b'grundrecht',0.42024285819301094
b'bereich',0.5640894325850851
b'weit',0.5111311350312573
b'erh\xc3\xb6hen',0.5627291868256009
b'kommen',0.5041746107036212
b'klimaschutz',0.6166809066943584
b'verf\xc3\xbcgung',0.546072960783485
b'osten',0.4730516098355225
b'zus\xc3\xa4tzlich',0.555312878365326
b'seit',0.2856873590342741
b'verpflichten',0.517509345799174
b'menschenrecht',0.6110874684443516
b'entsprechend',0.4953872494089149
b'oft',0.5079824044893649
b'schnell',0.6297305768502476
b'durchsetzen',0.5463971621650621
b'bek\xc3\xa4mpfen',0.5049765334773055
b'investieren',0.5894730593284137
b'ausbildung',0.5685450436511512
b'million',0.5041256115361827
b'form',0.5120283118765829
b'bezahlbar',0.500637587982055
b'tarifvertrag',0.47803751095202024
b'k\xc3\xa4mpfen',0.47779686948130473
b'versorgung',0.487745424638267
b'frieden',0.5189763214057388
b'weiterbildung',0.5939472821170864
b'datum',0.5732116343845951
b'gemeinn\xc3\xbctzig',0.4685790705125026
b'ausreichend',0.5342668595977236
b'krieg',0.4398049995852452
b'vielfalt',0.6128593739721071
b'rassismus',0.5242974263544692
b'eigen',0.5327866810571044
b'coronakrise',0.4514864711657506
b'digitalisierung',0.5312130864667258
b'profit',0.4086609314993551
b'krankenhaus',0.4085645244424685
b'betreffen',0.4969882899631447
b'raum',0.6002855794512373
b'krise',0.6047159591730351
b'alter',0.5441190486419152
b'queer',0.4459996320853976
b'steuer',0.434289691896174
b'klimaneutral',0.6078904807362587
b'bzw.',0.3632568146931773
b'einrichtung',0.5081429668965904
b'leisten',0.5460618745264751
b'wichtig',0.6058601139430714
b'treten',0.4806528980967856
b'barrierefrei',0.5637658390507513
b'einsatz',0.565510167295064
b'medizinisch',0.5239108612385024
b'ersetzen',0.45085185550336376
b'struktur',0.5111975268640598
b'zeigen',0.5391220581707038
b'aufgabe',0.5429364137629024
b'anspruch',0.5494828092808463
b'finanzierung',0.49190908670608025
b'bekommen',0.5711704900343112
b'nehmen',0.5612470834708312
b'bahn',0.5254354708470066
b'\xc3\xa4ndern',0.5068278288292207
b'folge',0.44733224770142377
b'schlie\xc3\x9fen',0.5046713288290496
b'gefl\xc3\xbcchtet',0.5526170144690508
b'verantwortung',0.5830831310642531
b'privatisierung',0.3918984778465725
b'ausschlie\xc3\x9fen',0.41515968480596316
b'polizei',0.5260594983207104
b'person',0.46383875857812173
b'jugendliche',0.6229380917012645
b'kulturell',0.42291419217263304
b'gerade',0.6239374388857892
b'welt',0.6016922380467894
b'rahmen',0.551764022796126
b'anheben',0.43778231724389294
b'pandemie',0.6050945698875623
b'bev\xc3\xb6lkerung',0.4526719548682604
b'bestehend',0.5481836131626316
b'bezahlt',0.385808630031392
b'organisieren',0.47663163637674116
b'dauerhaft',0.5205540388604201
b'gegen\xc3\xbcber',0.5986103037647843
b'beitrag',0.5515659241833574
b'niemand',0.4576661417728277
b'zentral',0.5939528586969369
b'verbot',0.43754719314282015
b'wohnen',0.5447802545021145
b'angemessen',0.5473409635588817
b'sexuell',0.5478759687024081
b'\xc3\xbcberall',0.6028582466655098
b'gleichzeitig',0.588446531432931
b'pro',0.5436395030559238
b'kampf',0.497047768531061
b'daseinsvorsorge',0.4854574793927475
b'rechtsanspruch',0.5221128184518843
b'initiative',0.5891698086389098
b'einf\xc3\xbchrung',0.5940184998222422
b'beteiligen',0.5770318803762187
b'alltag',0.5793900176925719
b'letzter',0.42875787540283317
b'niedrig',0.4631498667017703
b'programm',0.5850164250319388
b'umwelt',0.5447644218819937
b'arbeitszeit',0.5312114254819833
b'erster',0.5889083079582379
b'diskriminierung',0.5401613014142763
b'senken',0.5171200996682994
b'boden',0.5068388364463783
b'klima',0.5223286941614202
b'ungleichheit',0.51390680441867
b'leistung',0.477501017395651
b'produktion',0.50909158693602
b'frage',0.5504626971609055
b'nutzung',0.4940849382986572
b'schon',0.4760954320255749
b'forderung',0.32599630518318395
b'entziehen',0.4710187444878149
b'grundlage',0.5708081014562587
b's\xc3\xbcden',0.5720134867523723
b'alt',0.5871742181874648
b'verankern',0.5463953879897498
b'einbeziehen',0.5641357308931851
b'umsetzen',0.6039436696604289
b'halten',0.4918792221093419
b'klimagerecht',0.5083649065132575
b'sofort',0.40127569610872077
b'orientieren',0.5079750728661105
b'bedingung',0.5197475088267993
b'bezahlen',0.5246158065423077
b'liegen',0.42296467853643777
b'dienen',0.4308719969879486
b'000',0.42298794860584565
b'ausrichten',0.5368762248517485
b'treffen',0.5213815372347329
b'system',0.5323305620396034
b'individuell',0.5380803110912353
b'mobilit\xc3\xa4t',0.5892977155634365
b'klimagerechtigkeit',0.4477512411448845
b'wissenschaft',0.5477792488024701
b'landwirtschaft',0.5864081377336712
b'eltern',0.42392142558128926
b'gew\xc3\xa4hrleisten',0.5164116665546856
b'plattform',0.5122291533596423
b'ende',0.4605592497812094
b'freiwillig',0.5131326368625782
b'aktuell',0.49694954321510465
b'wissenschaftlich',0.4991215195268389
b'dienstleistung',0.579316191573155
b'bank',0.5287621599880017
b'unterst\xc3\xbctzung',0.6553008672134706
b'entwickeln',0.6125413340356328
b'selbstbestimmung',0.4847344438355828
b'ausbau',0.4894411085418926
b'hilfe',0.5214026103021064
b'zivil',0.5617473955541015
b'sicherstellen',0.5673492565902521
b'kontrollieren',0.48906180531319887
b'gestalten',0.6052934233410545
b'heute',0.5005804462075323
b'steigen',0.45720779848292736
b'bauen',0.5414534661612147
b'angeh\xc3\xb6rige',0.49721862578376164
b'reich',0.478231689028525
b'gesamt',0.48824439898870753
b'ebene',0.5795312105821828
b'transparent',0.5992833328636147
b'bedeuten',0.5472202281494307
b'\xc3\xbcbernehmen',0.6251776580893835
b'einzeln',0.5049903312669781
b'beruf',0.5031861139043737
b'h\xc3\xb6he',0.3778929595607388
b'mehrheit',0.4395743337835981
b'kooperation',0.6108861619575081
b'erleichtern',0.5745392658157487
b'konsequent',0.6042583993159207
b'langfristig',0.5654168980732969
b'kurz',0.4319046637887936
b'dienst',0.5114008600229311
b'sch\xc3\xbcler*inn',0.5191835991145901
b'davon',0.5166564943730727
b'vielf\xc3\xa4ltig',0.6168168604921247
b'sinnvoll',0.47416773289356745
b'zudem',0.5924278549138906
b'ausbeutung',0.4626044218759568
b'h\xc3\xa4ufig',0.4512637196963331
b'extrem',0.3861237271529452
b'monat',0.5058419918560211
b'industrie',0.515262639239839
b'etwa',0.5854726842471546
b'voll',0.5430091670605557
b'problem',0.45254506000621086
b'erfolgen',0.45245022899646037
b'garantieren',0.5996159469088888
b'ressource',0.5656392589194974
b'reichtum',0.4288889307525232
b'begrenzen',0.41959269370469315
b'ost',0.3944712242776473
b'aufbauen',0.5890835232115547
b'verm\xc3\xb6gen',0.5256373680062248
b'ostdeutschland',0.4618273796343188
b'regierung',0.5437642003523158
b'tragen',0.4772995756845855
b'ebenso',0.5830694083839425
b'tier',0.49198274453432855
b'gemeinwohl',0.510001875355785
b'entscheiden',0.4688592549038348
b'gesundheitsversorgung',0.5782426809980129
b'viele',0.5262639529723522
b'erneuerbar',0.5989087800250746
b'l\xc3\xa4ndlich',0.5402249832000834
b'bereits',0.5161495220607443
b'sinn',0.5325945058120624
b'sorgen',0.6465780131246754
b'verteidigen',0.4514426153767165
b'vertrag',0.5000685349854289
b'anbieten',0.5412290413694472
b'mitbestimmung',0.48808231392475143
b'inklusiv',0.5511141734374011
b'verbinden',0.5120673889493856
b'klar',0.6460411960219858
b'gewinn',0.5273182120490969
b'ausstatten',0.48216026680772583
b'versch\xc3\xa4rfen',0.43003691149272577
b'energiewende',0.5404620756454656
b'100',0.49491389388907264
b'waffe',0.4964649857637078
b'ganz',0.552982888052949
b'lernen',0.593842346040157
b'nahverkehr',0.45979721320576583
b'gesundheitlich',0.4574293914920595
b'innerhalb',0.4981636163804396
b'bewegung',0.4673553608806338
b'studium',0.5145753351631532
b'gering',0.49006703439775656
b'\xc3\xb6pnv',0.5626890451736848
b'arm',0.5139711431436467
b'bedarf',0.4180139416359451
b'neben',0.5500866820440021
b'einschr\xc3\xa4nkung',0.41932708176110756
b'ostdeutsch',0.45804170695200447
b'anerkennen',0.5006447003462792
b'allgemein',0.5658697732037269
b'reform',0.48015628458543125
b'ma\xc3\x9fnahme',0.4728315975449422
b'ver\xc3\xa4ndern',0.5549317094555023
b'allein',0.5149804043538476
b'schluss',0.34633293668641724
b'ausland',0.41023205333259793
b'fehlen',0.47001946861481175
b'systemwechsel',0.4061315027280689
b'schritt',0.6299028952685803
b'export',0.4273476750104424
b'seite',0.5603882307776535
b'pflegend',0.43872602855737913
b'j\xc3\xa4hrlich',0.44212029173691436
b'produkt',0.5789896767321439
b'bringen',0.5263339642337811
b'verbraucher*inn',0.5833440203079912
b'\xc3\xbcberf\xc3\xbchren',0.48936647885924234
b'rechtlich',0.5458759495404221
b'grundgesetz',0.3906019605775135
b'projekt',0.5196458867531776
b'voraussetzung',0.5299551928168877
b'milit\xc3\xa4risch',0.5730550226941429
b'streichen',0.36798986486361823
b'fast',0.3753875933541808
b'ber\xc3\xbccksichtigen',0.6399164395846955
b'inklusive',0.5668854338179646
b'tats\xc3\xa4chlich',0.5220854183375383
b'aufr\xc3\xbcstung',0.42938552425371246
b'absichern',0.6360585065463527
b'b\xc3\xbcrger*inn',0.6655219801937537
b'wohnungsbau',0.41314367592731904
b'stelle',0.510224187970906
b'geb\xc3\xa4ude',0.5547234155616205
b'derzeit',0.33877972142763835
b'genossenschaftlich',0.42135100770616996
b'lehrkraft',0.4856643483334902
b'macht',0.3692593706518249
b'weder',0.3976863504069167
b'eigentum',0.4025614960464122
b'massiv',0.49690744440785417
b'helfen',0.6036094943446999
b'zusammen',0.6293242044431784
b'friedlich',0.46709283543578733
b'mittelpunkt',0.5477921182637248
b'2030',0.6271137818506188
b'software',0.529684947752892
b'klimawandel',0.5445952363010408
b'nato',0.49761111793133966
b'vollst\xc3\xa4ndig',0.47449927196024955
b'subvention',0.42123471144793223
b'wissen',0.5865525527954137
b'internet',0.5125016190074017
b'bundesland',0.5108925767794954
b'gesetz',0.48527801653645913
b'verteilen',0.4994002924649129
b'aufgrund',0.4357970021046623
b'vorgabe',0.5006386915972019
b'\xc3\xbcberwinden',0.5866372380359047
b'konzept',0.5628775258975277
b'belegschaft',0.44040375589851677
b'schlagen',0.44313339497425336
b'profitieren',0.5793356529131717
b'strukturell',0.5387766969082683
b'beteiligung',0.5835333253770288
b'spaltung',0.46339860894057483
b'union',0.5459434016681811
b'betriebsrat',0.5144503719526367
b'usa',0.5046805290149371
b'betreiben',0.39346547397499815
b'kaum',0.457281931400361
b'grenze',0.4928524262229661
b'abh\xc3\xa4ngig',0.48490622256813
b'arbeitsverh\xc3\xa4ltnis',0.5033522450757817
b'verwaltung',0.572009640390766
b'streiten',0.4732008782114282
b'ausweiten',0.5935861861531784
b'entlasten',0.5247169907597531
b'coronapandemie',0.44884445464470596
b'stunde',0.49385240742402453
b'bedarfsgerecht',0.5182158563397293
b'einheitlich',0.5751291527642812
b'wohnraum',0.5444233539475835
b'tag',0.5514532226796326
b'prek\xc3\xa4r',0.5320815381117734
b'wegen',0.45992721970229056
b'lassen',0.4927878592637569
b'anerkennung',0.6084929336095767
b'lebensmittel',0.4755740894687047
b'zusammenarbeit',0.6574467904193448
b'n\xc3\xb6tig',0.6335809708287514
b'zwingend',0.4044234162104012
b'wenig',0.4965409348964279
b'engagement',0.6402198242533561
b'partei',0.24812546408353348
b'lebensqualit\xc3\xa4t',0.5686395062067996
b'ger\xc3\xa4t',0.5144170496730289
b'netz',0.5663312092831594
b'zentrum',0.5281918845835706
b'finden',0.5421121839725063
b'erzieher*inn',0.5025747537003363
b'stra\xc3\x9fe',0.5484882358666352
b'anwendung',0.5052608272644415
b'offen',0.6250841793186288
b'klein',0.592866508513567
b'aktiv',0.61013716060684
b'verkehr',0.5764622974514926
b'art',0.3771205195534958
b'rechter',0.42753487366944115
b'schlecht',0.4856895042709621
b'sehen',0.5290874909103133
b'kommerziell',0.4546058253007111
b'beh\xc3\xb6rde',0.5056664395649503
b'schwer',0.537192653893191
b'barrierefreiheit',0.564012695513943
b'selbstbestimmt',0.5852328280132644
b'aufbau',0.582323150997182
b'standard',0.6162912001518196
b'grund',0.4673573307226718
b'job',0.564864095577186
b'ver\xc3\xa4nderung',0.5255348756608506
b'eigenst\xc3\xa4ndig',0.5669557953935912
b'erkrankung',0.5019060118029974
b'wirklich',0.4427880274574568
b'beruflich',0.565696118121837
b'profitinteresse',0.391
b'r\xc3\xbcstungsexport',0.47062393118727763
b'opfer',0.5897543153823969
b'vergangen',0.517833702872241
b'sowohl',0.5489278149056243
b'hei\xc3\x9fen',0.5555108988960753
b'erst',0.5541148792240078
b'sport',0.6035817758763796
b'religion',0.4739849012217818
b'bisher',0.5311480094541076
b'l\xc3\xa4ngst',0.4897608300570569
b'einzahlen',0.33210516298597825
b'direkt',0.5289465181629476
b'besonderer',0.5383393443501738
b'jung',0.6004254750596669
b'bundestag',0.428122739553199
b'reichen',0.5371469420128675
b'kunst',0.5538916956470595
b'abbauen',0.6116291930533027
b'garantie',0.3579365185503971
b'besteuern',0.5173253697232099
b'spekulation',0.5089103502966899
b'krankenkasse',0.5004149053062664
b'geschichte',0.4484350348647235
b'mieter*inn',0.5599091748133864
b'vorantreiben',0.6455875830383783
b'verbesserung',0.47878172938609037
b'regelung',0.565085910624852
b'betroffener',0.5439074069859112
b'preis',0.5997845687650156
b'binden',0.5610474481841214
b'daher',0.517361691483444
b'grundlegend',0.4261074796694906
b'ausstattung',0.5619740405003468
b'einstellen',0.29463982241896125
b'national',0.46336881181964823
b'mindestlohn',0.3711393735913977
b'erwerbslosigkeit',0.391
b'entsprechen',0.42023745734126633
b'aufnehmen',0.4840025721061384
b'fl\xc3\xa4che',0.5891865042753651
b'bereitstellen',0.6200524558608659
b'lage',0.5408527099030791
b'auto',0.6364261501757595
b'gefahr',0.5386310353481941
b'vergabe',0.5445280397430619
b'zur\xc3\xbcck',0.5603334966541139
b'information',0.5938143191802083
b'investor',0.43710350913942564
b'jahrzehnt',0.48219476275446965
b'pflicht',0.525247969897175
b'zwei',0.5572777501988537
b'retten',0.46211610342983733
b'unterschiedlich',0.5094195703285122
b'rechte',0.5106774708959807
b'bisherig',0.4472814971817095
b'parlament',0.543801705713084
b'regelm\xc3\xa4\xc3\x9fig',0.48906235550194854
b'minderheit',0.5041089196855271
b'pers\xc3\xb6nlich',0.5107553966941355
b'l\xc3\xb6sung',0.5642983219800163
b'beratung',0.5384800928173519
b'zug\xc3\xa4nglich',0.6176000612749959
b'transformation',0.6521959701778748
b'technologie',0.6047943393393767
b'einhaltung',0.48942287753404384
b'st\xc3\xa4rkung',0.6282620228779994
b'dar\xc3\xbcber',0.647025670504079
b'ausweitung',0.47570928526886097
b'solidarit\xc3\xa4t',0.5582401696464991
b'kostenfrei',0.5377293690618065
b'effektiv',0.6086311675161645
b'bestehen',0.4576937424213829
b'finanzmarkt',0.5082982228007885
b'patient*inn',0.5848484377592279
b'besch\xc3\xa4ftigung',0.5858970852461753
b'rentenversicherung',0.4467514818453259
b'rohstoff',0.5409461007447532
b'studierend',0.6324680743878579
b'rendite',0.4908909026814678
b'sozialstaat',0.49510139524396735
b'gemeinwohlorientiert',0.5302105685810823
b'einschr\xc3\xa4nken',0.4048506950647835
b'versicherter',0.4528300585352834
b'aufbruch',0.49016652755319406
b'chronisch',0.46644154916889813
b'verh\xc3\xa4ltnis',0.46571953080186246
b'gezielt',0.6545356211503417
b'hinaus',0.5831311497228638
b'woche',0.4227529810122062
b'energieversorgung',0.36669839926838865
b'absicherung',0.538454587200885
b'gleichberechtigt',0.6382334865477803
b'reduzieren',0.5664310544396088
b'chance',0.6470080560528535
b'handeln',0.5943601308153936
b'einrichten',0.5846496899117002
b'russland',0.5226537540601616
b'all',0.4979153633036806
b'mindestsicherung',0.391
b'm\xc3\xb6glichst',0.5232197970734218
b'haushalt',0.5572880055599048
b'aufkl\xc3\xa4rung',0.5326641987150663
b'zivilgesellschaft',0.6743872254003266
b'corona',0.5507995312968839
b't\xc3\xa4tigkeit',0.4577936124085408
b'medikament',0.46504579376182986
b'entgegen',0.3985775440736329
b'sp\xc3\xa4testens',0.5500674039155367
b'sanktion',0.49663438478046495
b'falsch',0.4058676057487981
b'pflegeeinrichtung',0.3693502069171377
b'betreuung',0.44381470767653103
b'risiko',0.5852586254548355
b'mitbestimmungsrecht',0.48844838984958716
b'hart',0.6007379690456145
b'\xc3\xb6ffentlich-rechtlich',0.44802852757415634
b'instrument',0.5812374618020612
b'auftrag',0.6022429984911722
b'2035',0.43360582465024033
b'bestimmen',0.4242160405070431
b'dagegen',0.4249344806047012
b'attraktiv',0.6286427152239397
b'einfluss',0.4237685734998058
b'fossil',0.5971448705692544
b'flucht',0.5153254029415268
b'basis',0.5835821218023013
b'betrieblich',0.5826726366887478
b'migrant*inn',0.4132609382141103
b'haus',0.5398729326653857
b'erziehung',0.436945743604843
b'ehemalig',0.3883536773163513
b'fluchtursache',0.48896823614910856
b'verst\xc3\xa4rken',0.5918260340309698
b'pflegekraft',0.4368349355188709
b'konkret',0.5680656590264633
b'krisenfest',0.549688495604608
b'arbeitsmarkt',0.6034522302489895
b'knapp',0.4678656550983166
b'dadurch',0.5036701444873558
b'behandlung',0.53559132873452
b'fest',0.6001417962681872
b'n\xc3\xa4chster',0.6215727764274633
b'feminismus',0.48961227684590575
b'zivilgesellschaftlich',0.6193232267457641
b'religi\xc3\xb6s',0.4714821246563825
b'umsetzung',0.5963369798806104
b'bek\xc3\xa4mpfung',0.555631377486288
b'verfolgen',0.555197116338352
b'richtung',0.544153032232126
b'durchsetzung',0.5156513590678772
b'bezahlung',0.43802527388007273
b'zur\xc3\xbcckdr\xc3\xa4ngen',0.4785097041353068
b'kritisch',0.5554163610116498
b'derjenige',0.5851699180134556
b'pflegebedarf',0.391
b'systematisch',0.564014686987365
b'r\xc3\xbccken',0.5909916214911821
b'verein',0.5264695992364355
b'pflegenotstand',0.30991526485180776
b'bieten',0.6374546936306833
b'plan',0.4972326673450267
b'kostenlos',0.5307231540745242
b'fair',0.6575664515901429
b'herstellung',0.4960578799655127
b'belastung',0.4665729519924761
b'beseitigen',0.5015558517757229
b'wahl',0.48745948344826584
b'herkunft',0.565927886043149
b'bestandteil',0.46698280582537677
b'schiene',0.5084845658417095
b'versuchen',0.3857946758837839
b'gesundheitswesen',0.5427406607907679
b'bau',0.5149576270380078
b'weiterhin',0.5825902659324022
b'ressourcenverbrauch',0.4725413596905953
b'anteil',0.5074885378293612
b'stattdessen',0.36157725696997456
b'zweiter',0.4886975953559064
b'kriterium',0.5354034753451209
b'kitas',0.5887977926081533
b'strukturwandel',0.48896823614910856
b'500',0.4042386121661801
b'anbieter',0.4409720578563729
b'schaffung',0.42377447253765427
b'perspektive',0.6563057727603937
b'aufenthaltsstatus',0.4957570443530951
b'krank',0.520466197229422
b'zweck',0.49291333359593303
b'verteilung',0.5201373685844042
b'decken',0.46928459595998295
b'orientierung',0.4946022442736264
b'genug',0.4702335619796879
b'wandel',0.569631306883923
b'tun',0.5427950227055004
b'klimakatastrophe',0.36743709907456373
b'umsteuern',0.46388300114062464
b'zahl',0.3742805698008612
b'gar',0.4370327631381457
b'zusammenhalt',0.6385598651165512
b'entwicklungszusammenarbeit',0.5805921921369955
b'geb\xc3\xbchrenfrei',0.41793859745650336
b'branche',0.5595628720356352
b'verbrechen',0.6445433846762384
b'anreiz',0.5983229869793899
b'natur',0.5326681967271059
b'verringern',0.5373519900859247
b'betragen',0.41078883513300857
b'selbstst\xc3\xa4ndige',0.5534139790507366
b'betroffen',0.5315198672111647
b'dritter',0.485812636220703
b'allgemeinheit',0.43275530880790525
b'flie\xc3\x9fen',0.40139352408688667
b'arbeitsrecht',0.4161922274175818
b'rolle',0.5681334873028537
b'benachteiligung',0.46284436271138113
b'bed\xc3\xbcrfnis',0.5880061664803984
b'situation',0.5401359530563621
b'qualit\xc3\xa4t',0.5686827495687263
b'umbauen',0.5346851413740278
b'schrittweise',0.6214717750427915
b'eigenanteil',0.4502691395504992
b'erwerbsarbeit',0.4998322515864494
b'fall',0.478927182156084
b'ezb',0.20016406731742376
b'militarisierung',0.41793859745650336
b'organisation',0.5419581433002489
b'verdienen',0.5620101759699746
b'k\xc3\xb6rperlich',0.45614438871501506
b'au\xc3\x9ferdem',0.5888869141871664
b'datenschutz',0.5077625452975204
b'gruppe',0.49979282023156957
b'anpassen',0.48656174946371356
b'selbstverst\xc3\xa4ndlich',0.5559501354311145
b'aufl\xc3\xb6sen',0.4015803778663559
b'mobil',0.591945151049533
b'beginnen',0.5216802273403288
b'befristung',0.4497427196717161
b'angepasst',0.41484403473250353
b'\xc3\xbcberwachung',0.4869735754254883
b'soloselbstst\xc3\xa4ndige',0.391
b'technisch',0.5333179510111752
b'reiche',0.391
b'drei',0.4863827504712923
b'trans',0.41793859745650336
b'druck',0.5190629938607072
b'wirken',0.44672080044193574
b'erfahrung',0.4944043314615334
b'kirche',0.47238575371955166
b'sicherung',0.5073630325630771
b'vorrang',0.5569030967215324
b'erhalt',0.4155447557711978
b'energetisch',0.5355912218133808
b'ursache',0.3368527220583537
b'intergeschlechtlich',0.45145322205930233
b'wachsen',0.5568162557078845
b'deckeln',0.4494709397291795
b'r\xc3\xbcckg\xc3\xa4ngig',0.47032283702692057
b'echt',0.5947693286030342
b'fahrzeug',0.42857794571295244
b'passen',0.5461150710595355
b'perspektivisch',0.6131598383510337
b'regel',0.607349524456878
b'entstehen',0.5937317017844297
b'durchschnittlich',0.32691501453447414
b'alternative',0.46926278136404487
b'nation',0.5398110575181617
b'wasserstoff',0.6050992355138676
b'grunds\xc3\xa4tzlich',0.508289175738396
b'dringend',0.5796684799150889
b'auslandseinsatz',0.391
b'mann',0.47176194642446534
b'zehn',0.5015163790194168
b'fonds',0.5853564563224027
b'zwingen',0.3911150726316146
b'mittlerer',0.5827711648602197
b'institution',0.6111488598582236
b'versicherung',0.4997366299058673
b'breit',0.4898323671142871
b'vereint',0.5890401622242043
b'steuergeld',0.3911150726316146
